	logFC	AveExpr	t	P.Value	adj.P.Val	B	change	
NAIPP2	-1.490675787	4.587716787	-13.23481055	1.07E-07	0.001042627	8.046960978	Down
FCGR1BP	-1.399294857	3.991282309	-12.87369109	1.39E-07	0.001042627	7.698127566	Down
ZNF438	-1.106673221	3.997408302	-12.16948326	2.38E-07	0.001187334	7.289903304	Down
IL1B	-1.349374333	5.241061986	-11.80051847	3.18E-07	0.001191975	7.222254109	Down
DHRS13	-1.574901799	4.750824643	-11.48735707	4.10E-07	0.001229114	6.938478506	Down
CYSTM1	-1.865381698	4.610188068	-10.8735666	6.87E-07	0.001242268	6.46156096	Down
PROK2	-2.412786698	6.243899422	-10.81130613	7.25E-07	0.001242268	6.451787658	Down
ST3GAL4	-1.135891723	4.715589655	-10.8066034	7.28E-07	0.001242268	6.434230486	Down
IL2RB	1.331905806	7.913293833	10.65640152	8.29E-07	0.001242268	6.280536892	Up
TARP	1.271046075	4.236648457	10.74742157	7.66E-07	0.001242268	6.265256081	Up
EOMES	1.132922278	5.2941406	10.23650911	1.21E-06	0.00164095	5.985256535	Up
PRR5L	1.000179087	5.627529836	10.04716769	1.43E-06	0.001685371	5.837090777	Up
ADGRG1	1.645411563	7.485775908	9.837392292	1.74E-06	0.001737438	5.626548677	Up
FCGR1A	-1.187245392	4.170872954	-9.889280103	1.66E-06	0.001737438	5.622109091	Down
KIAA1671	1.111770579	3.477086193	10.02430569	1.46E-06	0.001685371	5.511046487	Up
KCNJ2	-1.123592286	6.34041906	-9.639611374	2.10E-06	0.001751011	5.476413433	Down
MYBL1	1.358915443	5.256543481	9.634372964	2.11E-06	0.001751011	5.455899629	Up
MXD3	-0.99717697	5.019484435	-9.579274684	2.22E-06	0.001751011	5.413930775	Down
ANXA3	-2.61094732	4.518577996	-9.628035859	2.12E-06	0.001751011	5.371933221	Down
KREMEN1	-2.199537903	4.769892136	-9.163432946	3.33E-06	0.0023393	5.003583144	Down
RUBCNL	-1.020945673	5.879086125	-8.979072638	4.00E-06	0.0023393	4.85513744	Down
NQO2	-1.199902466	4.587807898	-8.96006587	4.08E-06	0.0023393	4.820467724	Down
CHST12	0.80257551	5.625917385	8.940644994	4.16E-06	0.0023393	4.816640081	Up
SEMA4C	0.892685943	4.987323927	8.848627246	4.57E-06	0.0023393	4.718451578	Up
GK5	1.154944842	4.991228138	8.817905548	4.72E-06	0.0023393	4.685810357	Up
HCAR2	-1.396699235	6.405240416	-8.806532742	4.77E-06	0.0023393	4.683605612	Down
TGFBR3	1.354989322	5.459395893	8.751532407	5.05E-06	0.0023393	4.626690336	Up
LINC02908	-0.896217145	4.693143219	-8.71323834	5.25E-06	0.0023393	4.584829846	Down
TBX21	1.366082362	6.454862897	8.696697689	5.34E-06	0.0023393	4.573960467	Up
FAM157C	-1.481298093	5.99556174	-8.69361799	5.36E-06	0.0023393	4.571147807	Down
PRF1	1.478285549	8.619342239	8.716030572	5.24E-06	0.0023393	4.553047398	Up
DTHD1	1.399080478	3.711639927	8.813115931	4.74E-06	0.0023393	4.532302385	Up
GBP4	0.903717144	5.885361504	8.606610389	5.86E-06	0.0023393	4.483123593	Up
SMAD7	0.939730703	4.44916978	8.544248672	6.26E-06	0.0023393	4.39736049	Up
CASP5	-1.851636175	2.63407349	-9.020478128	3.84E-06	0.0023393	4.385951418	Down
TMEM45B	-1.533364688	2.322246404	-9.151703521	3.37E-06	0.0023393	4.361079801	Down
GNG10	-1.028595823	5.511679709	-8.487486358	6.64E-06	0.0023393	4.360955845	Down
RUNX3	0.980984061	7.897659473	8.497319389	6.58E-06	0.0023393	4.360740534	Up
ACSL1	-1.854149796	9.090439825	-8.547090623	6.24E-06	0.0023393	4.360112848	Down
ARL4C	0.978088089	7.663026852	8.477432227	6.71E-06	0.0023393	4.345379244	Up
IRAG1	-1.674234097	5.846858034	-8.435360447	7.02E-06	0.0023393	4.30769476	Down
FCRL6	1.392543886	5.671641212	8.412911688	7.19E-06	0.0023393	4.284580557	Up
PAFAH2	0.740019629	4.987181138	8.409479855	7.22E-06	0.0023393	4.279872256	Up
FCAR	-1.518688832	4.994606027	-8.375141822	7.48E-06	0.0023393	4.244886459	Down
ADGRG5	1.1003843	5.536994604	8.367877749	7.54E-06	0.0023393	4.237928098	Up
KLRD1	1.526823534	6.9290611	8.344585617	7.73E-06	0.0023393	4.213733007	Up
S1PR5	1.419481286	6.279902313	8.339756102	7.77E-06	0.0023393	4.208336025	Up
TLR5	-1.23314567	4.334900521	-8.342088436	7.75E-06	0.0023393	4.204182387	Down
GZMB	1.589442579	6.347750363	8.335229091	7.81E-06	0.0023393	4.203843698	Up
SPON2	1.659121476	6.90592174	8.293253818	8.17E-06	0.002354178	4.160252602	Up
OSBPL5	1.072731863	5.461756441	8.27491986	8.33E-06	0.002354178	4.140822994	Up
CRIM1	0.990996793	3.198159683	8.436838803	7.01E-06	0.0023393	4.093797073	Up
ATP10A	0.830685029	5.036114262	8.2103884	8.93E-06	0.002454509	4.073314738	Up
SLAMF7	1.021239399	6.288749008	8.180940203	9.22E-06	0.002454509	4.039797392	Up
SLC22A4	-1.428987841	4.109151995	-8.18606122	9.17E-06	0.002454509	4.028998319	Down
AUTS2	0.887160774	4.107790287	8.152776508	9.50E-06	0.002454509	3.989095506	Up
